16407,90467.99996326471
16408,92764.00001430858
16409,94791.00000305474
16410,98010.00000306382
16411,100974.99999347798
16412,103679.00000424142
16413,103584.00002671032
16414,104808.0000014402
16415,103419.00000620449
16416,103089.00000186895
16417,113773.00000544034
16418,114331.00000493563
16419,114302.00000158297
16420,113349.00000298698
16421,112573.000000068
16422,104340.0000004818
16423,103417.99999999453
16424,112940.9999999984
16425,114889.99999999907
16426,115934.99999999853
16427,115744.00000000141
16428,115672.00000000047
16429,109272.99999999691
16430,106950.99999999926
16431,116670.99999999987
16432,118143.00000000001
16433,117429.00000000001
16434,117118.00000000007
16435,117018.00000000003
16436,109725.99999999999
16437,107948.00000000007
16438,115833.99999999993
16439,115681.0000000001
16440,114600.00000000006
16441,113958.00000000015
16442,114105.99999999987
16443,107523.99999999914
16444,103979.99999999985
16445,114285.99999999898
16446,113946.99999999994
16447,113223.99999999953
16448,112707.99999999991
16449,112543.0000000004
16450,105621.0000000005
16451,102607.0000000009
16452,113479.00000000047
16453,112750.0000000007
16454,112499.00000000013
16455,113749.0000000001
16456,113018.99999999978
16457,104815.00000000006
16458,102753.00000000006
16459,104959.00000000019
16460,102780.00000000035
16461,112038.00000000015
16462,110495.00000000012
16463,110577.99999999996
16464,106792.99999999988
16465,96536.99999999993
16466,105659.99999999971
16467,105294.00000000001
16468,105745.99999999987
16469,105184.00000000007
16470,103584.99999999994
16471,95710.0
16472,94194.9999999999
16473,93407.99999999991
16474,104181.99999999981
16475,103416.0
16476,104341.99999999997
16477,103824.00000000003
16478,94922.00000000013
16479,92720.99999999996
16480,104484.99999999983
16481,103618.99999999987
16482,104108.99999999983
16483,103444.99999999993
16484,103694.99999999999
16485,96468.0000000001
16486,92607.0000000001
16487,103902.99999999994
16488,104275.99999999997
16489,103332.99999999985
16490,102315.99999999994
16491,100924.99999999993
16492,92491.00000000012
16493,86571.00000000017
16494,98579.00000000004
16495,97389.00000000017
16496,96104.00000000004
16497,95505.00000000004
16498,93666.0
16499,86293.00000000007
16500,84157.00000000009
16501,93376.00000000006
16502,89364.0000000002
16503,88050.00000000012
16504,87999.00000000009
16505,88854.0
16506,82971.99999999997
16507,80733.99999999996
16508,89720.99999999991
16509,91635.99999999997
16510,92859.99999999996
16511,92671.99999999997
16512,91545.99999999993
16513,84175.99999999993
16514,81439.9999999999
16515,90887.99999999984
16516,90298.99999999999
16517,88905.0
16518,88720.00000000007
16519,87541.00000000004
16520,80505.00000000003
16521,78367.99999999999
16522,86964.99999999988
16523,88087.99999999997
16524,89623.99999999994
16525,88244.00000000007
16526,85352.00000000006
16527,75423.00000000012
16528,73874.0
16529,74232.00000000348
16530,82330.99999999875
16531,79592.00000000173
16532,78193.99999999956
16533,76423.00000000004
16534,70503.99999999972
16535,70139.99999999901
16536,70095.99999999933
16537,76548.99999999873
16538,77910.99999999948
16539,78179.9999999997
16540,77384.00000000017
16541,70465.00000000015
16542,68809.00000000022
16543,78190.99999999956
16544,78442.99999999958
16545,80648.99999999939
16546,80779.99999999965
16547,78370.99999999997
16548,71217.00000000035
16549,68412.00000000033
16550,77512.00000000017
16551,78422.99999999997
16552,79458.99999999967
16553,79263.99999999965
16554,77925.99999999983
16555,71059.00000000003
16556,68322.00000000033
16557,76444.0000000003
16558,76372.00000000026
16559,77337.00000000001
16560,76902.99999999987
16561,77312.99999999977
16562,69247.99999999994
16563,66410.0000000001
16564,76702.0000000002
16565,77148.00000000028
16566,77797.00000000017
16567,77674.99999999997
16568,76531.99999999985
16569,67917.99999999981
16570,66269.99999999996
16571,66536.00000000006
16572,76386.0000000002
16573,77056.00000000023
16574,77505.00000000015
16575,78432.99999999997
16576,70561.99999999984
16577,68008.99999999975
16578,76998.99999999974
16579,77452.99999999993
16580,77128.00000000007
16581,76942.00000000019
16582,77367.00000000013
16583,69723.00000000009
16584,66265.99999999987
16585,77227.99999999977
16586,78076.99999999983
16587,77341.99999999997
16588,77598.00000000009
16589,76725.00000000019
16590,69951.00000000017
16591,67388.00000000001
16592,76939.99999999984
16593,77516.99999999977
16594,78507.99999999981
16595,78297.99999999994
16596,78094.0000000001
16597,70673.00000000022
16598,68354.00000000019
16599,77673.0
16600,78119.99999999988
16601,78023.9999999998
16602,78324.99999999984
16603,78132.99999999997
16604,71253.00000000016
16605,69103.0000000002
16606,77726.00000000013
16607,77950.00000000004
16608,78827.99999999987
16609,78809.99999999984
16610,78745.99999999985
16611,72122.00000000003
16612,70153.00000000013
16613,76566.00000000017
16614,78507.00000000012
16615,77710.00000000003
16616,78238.99999999985
16617,78546.99999999983
16618,71072.9999999999
16619,70049.00000000004
16620,78376.0000000001
16621,78324.0000000002
16622,79357.00000000013
16623,79583.00000000001
16624,80784.99999999988
16625,72401.99999999988
16626,70915.9999999999
16627,78849.99999999999
16628,78982.0
16629,79434.99999999965
16630,78595.00000000028
16631,78458.99999999975
16632,71388.00000000006
16633,69786.9999999999
16634,79452.99999999996
16635,78435.0000000002
16636,77113.00000000017
16637,75992.00000000017
16638,75720.9999999997
16639,69793.99999999962
16640,67764.99999999916
16641,76649.99999999939
16642,77225.99999999952
16643,76920.00000000009
16644,76640.00000000025
16645,76913.00000000061
16646,70580.00000000064
16647,68670.00000000051
16648,75238.00000000028
16649,77698.00000000001
16650,79888.00000000001
16651,80567.00000000004
16652,80699.00000000004
16653,72447.00000000004
16654,70635.00000000036
16655,79930.00000001623
16656,81514.9999999953
16657,81516.0000000077
16658,81166.99999999779
16659,80647.00000000089
16660,73130.00000025438
16661,71091.00000041901
16662,81557.00000014328
16663,83448.0000001314
16664,84065.00000000195
16665,83741.99999992033
16666,84297.99999984416
16667,76632.99999978351
16668,73526.99999977792
16669,84518.99999978958
16670,85181.99999990045
16671,83096.99999995608
16672,84412.00000002427
16673,84975.00000001982
16674,76763.99999999875
16675,75298.99999993801
16676,85789.999999912
16677,86070.99999997708
16678,87235.99999994734
16679,86822.00000006644
16680,89373.00000005135
16681,82433.00000010071
16682,79720.00000003383
16683,90021.99999995242
16684,92375.9999999492
16685,94584.99999990927
16686,94525.99999999595
16687,94117.0000000069
16688,86113.00000004884
16689,83825.00000007173
16690,93241.99999998779
16691,95117.99999998236
16692,95662.99999993762
16693,96483.99999995208
16694,97099.99999998392
16695,88622.00000001585
16696,87034.00000004358
16697,96800.00000003693
16698,98601.00000001451
16699,98084.99999998028
16700,99829.99999996155
16701,99228.99999996283
16702,91194.999999989
16703,88639.00000003574
16704,98433.00000005624
16705,99389.00000008456
16706,98847.0000002695
18366,354047.99997691426
18367,351670.0000084092
18368,357011.9999941628
18369,357121.0000140865
18370,359874.9999986594
18371,367821.0000105759
18372,371013.9999992163
18373,372744.0000072646
18374,371665.00000055105
18375,371983.0000031216
18376,392253.00000036316
18377,391992.0000014433
18378,388321.0000000573
18379,387999.000000511
18380,388671.99999998976
18381,379263.99999998504
18382,375187.00000000634
18383,387243.99999999726
18384,390258.0000000016
18385,395991.00000000314
18386,394122.0000000055
18387,397866.0000000084
18388,389044.0000000027
18389,385520.9999999998
18390,398679.00000000314
18391,396195.0000000029
18392,399373.0000000001
18393,404265.0000000023
18394,403805.0000000018
18395,389742.0000000011
18396,379369.00000000204
18397,398471.000000001
18398,396294.000000002
18399,395395.0000000016
18400,395033.0000000007
18401,396437.00000000244
18402,387668.0000000023
18403,380473.00000000035
18404,394874.00000000186
18405,397757.00000000076
18406,401396.0000000009
18407,404768.0000000009
18408,401436.00000000035
18409,384703.00000000076
18410,379129.00000000035
18411,392896.0000000008
18412,390839.00000000076
18413,391811.0000000004
18414,390423.0000000008
18415,390087.0000000004
18416,382667.0000000004
18417,382144.0000000006
18418,382979.0000000002
18419,380454.00000000047
18420,397901.0000000005
18421,393173.00000000023
18422,389561.0000000005
18423,385765.00000000023
18424,370316.00000000023
18425,384309.00000000035
18426,380241.00000000006
18427,379081.00000000023
18428,374753.00000000023
18429,368691.0
18430,357397.0000000001
18431,351688.00000000006
18432,353365.0
18433,366059.00000000023
18434,365468.0000000001
18435,365210.0000000002
18436,366528.00000000023
18437,352874.0000000001
18438,347243.0000000002
18439,363446.0000000002
18440,365190.99999999994
18441,365833.00000000035
18442,366333.0000000001
18443,366972.00000000023
18444,357616.0000000003
18445,354831.00000000006
18446,367398.00000000023
18447,367837.00000000023
18448,367221.00000000006
18449,365343.0000000002
18450,364852.0000000002
18451,353803.0
18452,333431.99999999994
18453,359790.0000000001
18454,358701.0
18455,357933.00000000006
18456,350775.00000000006
18457,346086.0
18458,332070.99999999994
18459,327121.99999999994
18460,341155.0
18461,338668.99999999994
18462,338567.00000000006
18463,346613.00000000006
18464,346836.00000000006
18465,332310.00000000006
18466,328110.99999999994
18467,340421.0000000001
18468,341322.00000000006
18469,342850.0
18470,341724.0000000001
18471,341175.00000000006
18472,327809.0
18473,322007.0
18474,337071.99999999563
18475,335576.0000000019
18476,333555.99999999907
18477,328844.9999999989
18478,324478.0000000018
18479,308191.99999999965
18480,307223.0000000005
18481,320453.0000000014
18482,324305.9999999448
18483,327382.999999931
18484,334311.00000002084
18485,333786.99999996676
18486,311322.99999997776
18487,306466.0000000422
18488,305712.0000000013
18489,318595.000000028
18490,312082.000000039
18491,308211.0000000071
18492,307248.0000000205
18493,292470.0000000097
18494,289810.00000000704
18495,289860.00000001426
18496,306023.99999999825
18497,302372.0000000108
18498,303022.0000000074
18499,302386.99999999773
18500,292531.00000000885
18501,290066.99999999936
18502,302658.0000000008
18503,303535.0000000042
18504,310088.99999999657
18505,311016.0000000035
18506,310482.9999999997
18507,300725.99999999744
18508,296730.0000000013
18509,310146.99999999756
18510,307853.99999999936
18511,303301.9999999973
18512,303656.9999998677
18513,305144.9999999632
18514,294997.0000000125
18515,291155.99999995355
18516,305419.00000003143
18517,303680.00000003
18518,300070.9999999041
18519,303636.99999976595
18520,302746.9999999339
18521,291680.00000000675
18522,290980.99999994907
18523,302062.00000007846
18524,299846.00000010245
18525,299690.0000000817
18526,301418.0000001359
18527,303246.0000000877
18528,289501.00000004354
18529,288618.0000000399
18530,287062.00000001973
18531,303179.00000003603
18532,303937.00000002095
18533,299322.00000000803
18534,301863.9999997856
18535,289953.00000008126
18536,287242.9999999728
18537,299888.9999999531
18538,302098.0000000877
18539,301806.00000001077
18540,302187.0000000322
18541,300366.0000000838
18542,290995.0000000016
18543,286052.0000000297
18544,303275.000000007
18545,301656.9999999931
18546,297315.00000003143
